Page,Title,Price,Sold Date,Link,Image Link,Storage,Condition,PartsOnly,Model,Galaxy_S23Plus
1,Samsung Galaxy S23 Plus 256GB Green Unlocked Very Good Condition,$304.99,2025-10-16,https://www.ebay.com/itm/286728301132,https://i.ebayimg.com/images/g/x1MAAeSwAupo8FVK/s-l500.webp,256 GB,Very Good,False,Galaxy S23+,True
1,Samsung Galaxy S23 Plus SM-S916U 512GB Unlocked Excellent Condition,$421.59,2025-10-12,https://www.ebay.com/itm/357290712497,https://i.ebayimg.com/images/g/7HsAAeSwhvtowxd3/s-l500.webp,512 GB,Excellent,False,Galaxy S23+,True
1,Samsung Galaxy S23 Plus 512GB - Black - Network Unlocked - Very Good,$319.99,2025-10-09,https://www.ebay.com/itm/197759902762,https://i.ebayimg.com/images/g/1RwAAeSw7HtoyvDU/s-l500.webp,512 GB,Very Good,False,Galaxy S23+,True
1,Samsung Galaxy S23 Plus 512GB Phantom Black Unlocked Excellent Condition,$349.99,2025-10-08,https://www.ebay.com/itm/297379289744,https://i.ebayimg.com/images/g/wL8AAeSw3VFoyvzy/s-l500.webp,512 GB,Excellent,False,Galaxy S23+,True
1,Samsung Galaxy S23 Plus 512GB Phantom Black Unlocked Very Good Condition,$349.99,2025-10-07,https://www.ebay.com/itm/297170760205,https://i.ebayimg.com/images/g/NOUAAeSw6wpo8FSi/s-l500.webp,512 GB,Very Good,False,Galaxy S23+,True
1,Samsung Galaxy S23 Plus SM-S916U - 512GB - Green (Unlocked) - Good Condition,$310.49,2025-10-04,https://www.ebay.com/itm/306462310310,https://i.ebayimg.com/images/g/2goAAOSweTVoQALH/s-l500.webp,512 GB,Good,False,Galaxy S23+,True
1,Samsung Galaxy S23 Plus S916U 256GB Lavender (Unlocked) - Open Box,$338.99,2025-09-24,https://www.ebay.com/itm/157308887860,https://i.ebayimg.com/images/g/uMwAAeSwuqFowIAC/s-l500.webp,256 GB,Unknown,False,Galaxy S23+,True
1,Samsung Galaxy S23 Plus SM-S916U - 512GB Green (Unlocked) - Very Good Condition,$339.99,2025-09-25,https://www.ebay.com/itm/306462312962,https://i.ebayimg.com/images/g/ReoAAeSw8OVooDlg/s-l500.webp,512 GB,Very Good,False,Galaxy S23+,True
1,Samsung Galaxy S23 Plus - 256GB 512GB - All Colors - Very Good Condition,$289.00,2025-09-17,https://www.ebay.com/itm/285843168295,https://i.ebayimg.com/images/g/y~cAAOSwIHNmNWH2/s-l500.webp,256 GB,Very Good,False,Galaxy S23+,True
1,Samsung Galaxy S23 Plus S916 256GB Unlocked - Good,$271.95,2025-09-13,https://www.ebay.com/itm/365461029639,https://i.ebayimg.com/images/g/Zd8AAOSwT-hmn9ex/s-l500.webp,256 GB,Good,False,Galaxy S23+,True
1,Samsung Galaxy S23 Plus SM-S916U - 256GB - Phantom Black (Unlocked) - Good Cond.,$289.99,2025-09-13,https://www.ebay.com/itm/306388479788,https://i.ebayimg.com/images/g/VP8AAOSwWX5mtep-/s-l500.webp,256 GB,Good,False,Galaxy S23+,True
1,Samsung Galaxy S23 Plus 256GB Phantom Black Unlocked Good Condition,$279.99,2025-09-13,https://www.ebay.com/itm/276562678836,https://i.ebayimg.com/images/g/GJcAAOSwRNpmnsQz/s-l500.webp,256 GB,Good,False,Galaxy S23+,True
1,Samsung Galaxy S23 Plus - Unlocked - Lavender - 256GB - Good,$265.00,2025-09-12,https://www.ebay.com/itm/286361656057,https://i.ebayimg.com/images/g/PAwAAOSwUxBnUNAT/s-l500.webp,256 GB,Good,False,Galaxy S23+,True
1,Samsung Galaxy S23 Plus - Unlocked - Phantom Black - 512GB - Good,$295.00,2025-09-11,https://www.ebay.com/itm/286548671913,https://i.ebayimg.com/images/g/HSUAAOSw26dkS98C/s-l500.webp,512 GB,Good,False,Galaxy S23+,True
1,Samsung Galaxy S23 Plus 256GB Lavender Unlocked Very Good Condition,$349.99,2025-09-07,https://www.ebay.com/itm/286708384186,https://i.ebayimg.com/images/g/xn4AAeSwfQhoycg4/s-l500.webp,256 GB,Very Good,False,Galaxy S23+,True
1,Samsung Galaxy S23 Plus SM-S916B/DS - 512GB Green (Unlocked) - Very Good Cond.,$379.99,2025-08-29,https://www.ebay.com/itm/306450757450,https://i.ebayimg.com/images/g/-UQAAeSw~NdolGie/s-l500.webp,512 GB,Very Good,False,Galaxy S23+,True
1,Samsung Galaxy S23 Plus SM-S916U 512GB UNLOCKED Excellent Condition Purple,$347.99,2025-08-25,https://www.ebay.com/itm/116750175007,https://i.ebayimg.com/images/g/vIEAAeSwvnForJBo/s-l500.webp,512 GB,Excellent,False,Galaxy S23+,True
1,Samsung Galaxy S23 Plus 512GB Green Unlocked Excellent Condition,$369.99,2025-08-23,https://www.ebay.com/itm/277327580113,https://i.ebayimg.com/images/g/BGAAAeSw9OJo8FUG/s-l500.webp,512 GB,Excellent,False,Galaxy S23+,True
1,Samsung Galaxy S23 Plus SM-S916B/DS - 256GB - Lavender (Unlocked) - Good Condit.,$325.99,2025-08-15,https://www.ebay.com/itm/306436958715,https://i.ebayimg.com/images/g/Vu0AAeSws5BolQC9/s-l500.webp,256 GB,Good,False,Galaxy S23+,True
1,Samsung Galaxy S23 Plus - Unlocked - Cream - 256GB - Good,$265.00,2025-08-09,https://www.ebay.com/itm/276818875207,https://i.ebayimg.com/images/g/CasAAOSwirxnPkrr/s-l500.webp,256 GB,Good,False,Galaxy S23+,True
1,Samsung Galaxy S23 Plus - 256GB - Unlocked - Green - Good,$265.00,2025-08-06,https://www.ebay.com/itm/286257717930,https://i.ebayimg.com/images/g/tl0AAOSw9uFnZKK9/s-l500.webp,256 GB,Good,False,Galaxy S23+,True
1,Samsung Galaxy S23 Plus - 256GB - Unlocked - Phantom Black - Excellent,$309.00,2025-08-06,https://www.ebay.com/itm/276775740537,https://i.ebayimg.com/images/g/HSUAAOSw26dkS98C/s-l500.webp,256 GB,Excellent,False,Galaxy S23+,True
1,Samsung Galaxy S23 Plus SM-S916U - 256GB - Lavender (Unlocked) - Very Good Cond.,$339.99,2025-08-04,https://www.ebay.com/itm/306369860284,https://i.ebayimg.com/images/g/1GMAAOSwZhpnyFSC/s-l500.webp,256 GB,Very Good,False,Galaxy S23+,True
1,Samsung Galaxy S23 Plus 256GB Cream Unlocked Good Condition,$279.99,2025-08-01,https://www.ebay.com/itm/277300622241,https://i.ebayimg.com/images/g/CiEAAeSwXL5o8FTU/s-l500.webp,256 GB,Good,False,Galaxy S23+,True
