Page,Title,Price,Sold Date,Link,Image Link,Storage,Condition,PartsOnly,Model,Galaxy_S22Plus
1,Samsung Galaxy S22 Plus 5G 256GB Phantom Black Unlocked Good Condition,$219.99,2025-09-22,https://www.ebay.com/itm/297395914757,https://i.ebayimg.com/images/g/lrwAAeSwSoVo2qIm/s-l500.webp,256 GB,Good,False,Galaxy S22+,True
1,Samsung Galaxy S22 Plus 5G Black 256GB Unlocked - Very Good w/ Discoloration,$149.99,2025-09-16,https://www.ebay.com/itm/277315097924,https://i.ebayimg.com/images/g/AE4AAeSw6M1olh3z/s-l500.webp,256 GB,Very Good,False,Galaxy S22+,True
1,Samsung Galaxy S22 Plus 5G 256GB Phantom White Unlocked Good Condition,$219.99,2025-09-14,https://www.ebay.com/itm/286767271203,https://i.ebayimg.com/images/g/6Q0AAeSwgSZo2qGh/s-l500.webp,256 GB,Good,False,Galaxy S22+,True
1,Samsung Galaxy S22 Plus SM-S906U - 128GB - Phantom Black (Unlocked) - Good Cond.,$219.99,2025-09-11,https://www.ebay.com/itm/306493880716,https://i.ebayimg.com/images/g/rhwAAeSw3N9ovVwj/s-l500.webp,128 GB,Good,False,Galaxy S22+,True
1,Samsung Galaxy S22 Plus Sm-s906 5G Fully Unlocked 128GB - Very Good,$202.00,2025-09-08,https://www.ebay.com/itm/167623615328,https://i.ebayimg.com/images/g/hKAAAeSw0v1om~FV/s-l500.webp,128 GB,Very Good,False,Galaxy S22+,True
1,Samsung Galaxy S22 Plus SM-S906U - 128GB - Green (Unlocked) - Very Good Cond.,$188.10,2025-09-03,https://www.ebay.com/itm/306369747524,https://i.ebayimg.com/images/g/IuUAAOSwk1Znf5Cc/s-l500.webp,128 GB,Very Good,False,Galaxy S22+,True
1,Samsung Galaxy S22 Plus 5G 256GB Green Unlocked Good Condition,$219.99,2025-08-30,https://www.ebay.com/itm/286628114011,https://i.ebayimg.com/images/g/4fQAAeSwwcVo2qKL/s-l500.webp,256 GB,Good,False,Galaxy S22+,True
1,Samsung Galaxy S22 Plus S906 128GB UNLOCKED - Good Black,$174.99,2025-08-28,https://www.ebay.com/itm/116750184105,https://i.ebayimg.com/images/g/pnkAAeSwWhlorJZd/s-l500.webp,128 GB,Good,False,Galaxy S22+,True
1,Samsung Galaxy S22 Plus S906U 5G Factory Unlocked - Very Good,$179.99,2025-08-26,https://www.ebay.com/itm/285807829310,https://i.ebayimg.com/images/g/Oi8AAOSwIWFihsKc/s-l500.webp,Unknown,Very Good,False,Galaxy S22+,True
1,Samsung Galaxy S22+Plus - 128GB - Green - Fully Unlocked 5G (Good),$169.99,2025-08-08,https://www.ebay.com/itm/267349317171,https://i.ebayimg.com/images/g/VNIAAOSwSItoOOK7/s-l500.webp,128 GB,Good,False,Galaxy S22+,True
1,Samsung Galaxy S22 Plus SM-S906U 128GB 8GB Unlocked Green Good Condition,$219.00,2025-08-19,https://www.ebay.com/itm/406142670165,https://i.ebayimg.com/images/g/XOwAAeSwTWhokdCI/s-l500.webp,128 GB,Good,False,Galaxy S22+,True
1,Samsung Galaxy S22 Plus - 128 GB - Phantom Black  - Unlocked - Good Refurbished-,$178.00,2025-08-18,https://www.ebay.com/itm/127274500328,https://i.ebayimg.com/images/g/JAwAAeSwmzpoiS8D/s-l500.webp,128 GB,Good,False,Galaxy S22+,True
1,Samsung Galaxy S22 Plus 5G Unlocked 128GB SM-S9060 Green Good,$188.99,2025-08-11,https://www.ebay.com/itm/146719890716,https://i.ebayimg.com/images/g/RnAAAeSwz1tofOaC/s-l500.webp,128 GB,Good,False,Galaxy S22+,True
1,Samsung Galaxy S22 Plus 5G 128GB Pink Gold Unlocked Very Good Condition,$189.99,2025-08-10,https://www.ebay.com/itm/297527016082,https://i.ebayimg.com/images/g/TeYAAeSwZxJo3ChL/s-l500.webp,128 GB,Very Good,False,Galaxy S22+,True
1,Samsung Galaxy S22 Plus 5G Unlocked 128GB SM-S906W Phantom Black Good,$179.99,2025-08-09,https://www.ebay.com/itm/146725413157,https://i.ebayimg.com/images/g/21gAAeSwYcFogHyz/s-l500.webp,128 GB,Good,False,Galaxy S22+,True
1,Samsung Galaxy S22 Plus - 128GB 256GB - All Colors - Excellent Condition,$209.00,2025-08-02,https://www.ebay.com/itm/276450687773,https://i.ebayimg.com/images/g/PeIAAOSwVSZmNUm1/s-l500.webp,128 GB,Excellent,False,Galaxy S22+,True
1,Samsung Galaxy S22 Plus 5G 128GB Phantom White Unlocked Very Good Condition,$189.99,2025-08-01,https://www.ebay.com/itm/286736988476,https://i.ebayimg.com/images/g/HwAAAeSwV8Jo3Cj3/s-l500.webp,128 GB,Very Good,False,Galaxy S22+,True
1,Samsung Galaxy S22 Plus 5G 128GB Green Unlocked - Excellent Condition,$219.99,2025-08-01,https://www.ebay.com/itm/277178161762,https://i.ebayimg.com/images/g/WA8AAOSw~itmdeLo/s-l500.webp,128 GB,Excellent,False,Galaxy S22+,True
1,Samsung Galaxy S22 Plus - 128GB 256GB - All Colors - Very Good Condition,$185.00,2025-08-01,https://www.ebay.com/itm/276450689054,https://i.ebayimg.com/images/g/PeIAAOSwVSZmNUm1/s-l500.webp,128 GB,Very Good,False,Galaxy S22+,True
